"Enzyme","sample","Vmax","Vmax_se","Km","Km_se","max_pre_decrease_S","Sinhibition","INHbetter_aov_pvalue"
"AP","105",11071.8412396747,129.089011475554,90.3147125450484,3.56145416632703,1000,FALSE,0.0351978082845694
"AP","106",10186.4128086703,99.0152042910065,52.9376299993685,1.84960548620311,500,TRUE,0.00379044174091852
"AP","107",10326.0956325817,135.796972738702,64.71948115519,2.98389707134544,500,TRUE,0.00666700118487037
"AP","108",493.261666277321,18.2042461182335,70.1446039606819,8.99283483552425,500,TRUE,0.025966879543072
"AP","109",306.859457814938,9.05433129581101,36.7057551560678,4.10776251908169,500,TRUE,1
"AP","110",142.141847621026,5.34388531491017,43.0982511157123,5.99462571463044,500,TRUE,0.898142144562096
"AP","111",510.211746412794,14.2351789155707,8.41205662916917,1.2028604333042,500,TRUE,0.0925478177419958
"AP","112",593.427428209102,13.8208229683943,13.0162235253879,1.3996424780896,500,TRUE,0.0079378232164209
"AP","113",254.568557954497,7.61580453307718,17.4304955605342,2.2652234915964,500,TRUE,0.00875465422126009
"AP","114",58.7300734665943,5.01214764047957,0.639610718240779,1.17938476257016,100,TRUE,5.98260489489328e-07
"AP","115",9544.90267641312,311.934794866228,86.8791720503427,9.64120238705677,1000,FALSE,1
"AP","116",2610.44656643501,65.623137491191,17.5503922039048,1.91391445238518,1000,FALSE,1
"AP","117",1523.12224942654,45.0072236314924,27.6048539903723,3.24730365457808,500,TRUE,1
"AP","118",3618.35501231505,116.565720126043,25.1626084042662,3.28160486420805,1000,FALSE,1
"AP","119",730.671557748758,24.1027951955799,5.87133064066877,1.10400728874945,100,TRUE,7.22792408434061e-07
"AP","120",355.494732765995,10.9803522185254,9.14810403979258,1.4169715827304,500,TRUE,0.00594124108417415
"AP","121",558.371147976745,18.6256773789046,19.1025238397545,2.71816920650029,500,TRUE,0.0380833884262475
"AP","122",58.0527478755229,5.28887275315387,10.9321996064277,4.78285918470546,500,TRUE,0.000133261152551347
