"Enzyme","sample","RMSE","RMSEp1","RMSEp2","MAPE","MAPEp1","MAPEp2","biasPERCENT","biasPERCENTp1","biasPERCENTp2","biasMEANRES","biasMEANRESp1","biasMEANRESp2","Rsquared","PRSEmax","PRSE_Vmax","PRSE_Km","PRSE_Ki","RMSEp1pdS","MAPEp1pdS","biasPERCENTp1pdS","biasMEANRESp1pdS","Sinhibition","INHbetter_aov_pvalue"
"AP","57",1610685.42751582,1610685.42751582,NA,16.1373483664577,16.1373483664577,NA,-12.3133406473182,-12.3133406473182,NA,-465488.39529726,-465488.39529726,NA,0.992136027940701,82887.6190005404,7.75519231478446,14.1421735069323,82887.6190005404,NA,NA,NA,NA,FALSE,1
"AP","58",894508.37158725,894508.37158725,NA,16.2131868251116,16.2131868251116,NA,-13.8065328592895,-13.8065328592895,NA,-318421.997062144,-318421.997062144,NA,0.996951769054292,67959.9108650343,6.85600200339815,11.4845633920315,67959.9108650343,NA,NA,NA,NA,FALSE,1
"AP","59",51353.9137444872,53436.7067591108,36437.3630025341,7.49430068275387,8.26798415680461,2.8521998384494,-2.94695192753211,-3.43870550472144,0.00356953560385366,-6277.8129394424,-7022.96190530347,-1061.77017841488,0.986597607821365,49865.7524925125,3.77563845743003,10.9610282279514,49865.7524925125,NA,NA,NA,NA,TRUE,1
"AP","60",13450.9083306222,12942.5400974874,16168.8737820909,7.56158629716793,7.33201920417783,8.93898885510857,-0.0672366351086973,-1.54563227085006,8.8031371793395,-368.915262881612,-2291.00571339073,13085.7178906822,0.961533988315293,30.1463122870558,4.18760933969094,14.8716298046175,30.1463122870558,NA,NA,NA,NA,TRUE,0.000547910946750365
"AP","61",18362.7106438364,18893.4128713131,14783.6969587933,13.2437928468892,14.7534960874348,4.18557340361556,-4.52983122533642,-5.88975455035104,3.62970872475129,-2434.60356357159,-4153.96215344704,9600.90656555652,0.979215715458629,34.0544575472053,11.0571984062168,19.3168013181016,34.0544575472053,NA,NA,NA,NA,TRUE,0.000248801457631599
"AP","62",5267.91928750245,4333.20420045172,7084.26150432844,6.42810776787304,5.95969025906975,7.59915153988128,-0.39228082466469,-1.41674887692945,2.16888930599722,-121.61032312361,-615.17763620577,1359.09161612287,0.972002990808019,25.9277807730336,5.19908557107246,14.3076296190938,25.9277807730336,NA,NA,NA,NA,TRUE,0.000120768122886782
"AP","63",355575.328391435,380827.994354006,121889.012722911,9.20763461548691,10.4650620068802,1.66307026712733,-4.0610497373552,-4.69269598344381,-0.271172260823495,-51192.0549017062,-55484.3776744507,-21145.7954924948,0.982378446752855,60551.7039026664,4.67254961454568,13.0436726165731,60551.7039026664,NA,NA,NA,NA,TRUE,1
"AP","64",144971.609773234,155599.084178646,43022.3604454543,7.06614811692789,8.04585247661892,1.18792195878168,-2.43517805510863,-2.71569741598648,-0.752061889841497,-16516.2248745119,-15164.9238467786,-25975.3320686448,0.986702409644932,45109.5599391899,3.28958977184039,10.2993602438331,45109.5599391899,NA,NA,NA,NA,TRUE,1
"AP","65",379484.209228484,379484.209228484,NA,8.04390895123198,8.04390895123198,NA,-5.2702015810663,-5.2702015810663,NA,-76875.7182690315,-76875.7182690315,NA,0.994387554397423,46071.4743357732,3.86244804814519,8.93051175478153,46071.4743357732,NA,NA,NA,NA,FALSE,1
"AP","66",474458.178460961,474458.178460961,NA,3.11676037806508,3.11676037806508,NA,-1.86931102387244,-1.86931102387244,NA,-63421.644902927,-63421.644902927,NA,0.999220082965615,27.9536992939082,1.77638895806925,3.57280557632844,27.9536992939082,NA,NA,NA,NA,FALSE,0.0010516130667749
